# Species	Genes	Alg.-Conn.	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR.proteins.faa	LILAC_Borg_RifSed_csp1_19ft_2_complete.proteins.faa	PURPLE_Borg_SRVP18_trench_6_60cm_32_41_complete.proteins.faa	RifSed_csp2_16ft_3_Methanoperedens_45_12.proteins.faa	SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete.proteins.faa	SR-VP_0-2cm_Methanoperedens_41_45.proteins.faa	SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19.proteins.faa	SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46.proteins.faa	SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10.proteins.faa	SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15.proteins.faa	SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31.proteins.faa	SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37.proteins.faa	SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82.proteins.faa	SRVP18_trench_6_60cm_Methanoperedens_43_12.proteins.faa
14	16	0.219	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR_1098|BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR|SR-VP_26_10_2019_C_40cm	LILAC_RifSed_csp1_19ft_2_test_LILAC_rev17_terminal_repeats-final_779|LILAC_Borg_RifSed_csp1_19ft_2_complete|RifSed_csp1_19ft_2	SRVP18_trench_6_60cm_scaf_214_117_86_FINAL_1212|PURPLE_Borg_SRVP18_trench_6_60cm_32_41_complete|SRVP18_trench_6_60cm	RifSed_csp2_16ft_3_scaffold_2334_18|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	SRVP18_hole-7m-from-trench_1_80cm_scaf_35_ext_315-rev_6-w_terminal_repeats_896|SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete|SRVP18_hole-7m-from-trench_1_80cm	SR-VP_0-2_scaffold_141_5181056_11|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_143_7|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_42621_2|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_2765_10|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_53_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_282|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_23928_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_1071_5|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1884_11|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_39897_7|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm,SRVP18_trench_6_60cm_scaffold_5160_5|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.429	*	*	*	RifSed_csp2_16ft_3_scaffold_8038_14|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2436728_17|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515,SR-VP_0-2_scaffold_141_2109782_16|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_209_8|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_232_14|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_575_30|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_63_174|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_194_3|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4006_18|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	SRVP18_trench_6_60cm_scaffold_5383_7|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.417	*	*	*	RifSed_csp2_16ft_3_scaffold_5753_10|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2862923_7|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515,SR-VP_0-2_scaffold_141_6727922_3|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_148_33|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2263_20|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_104_82|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_5_291|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_9058_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1783_5|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_4791_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.406	*	*	*	RifSed_csp2_16ft_3_scaffold_3858_13|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2862923_22|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515,SR-VP_0-2_scaffold_141_3111736_43|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_148_48|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3020_21|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_1405_35|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_16_35|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_22539_3|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_3848_5|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_25704_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.393	*	*	*	RifSed_csp2_16ft_3_scaffold_2423_23|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_90813_7|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_160_38|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_6643_1|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_3798_3|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_301_86|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_32_92|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1854_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_41344_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_2785_11|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
9	10	0.386	*	*	*	RifSed_csp2_16ft_3_scaffold_1440_20|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	*	SR-VP_26_10_2019_1_100cm_scaffold_817_64|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_2107_5|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm,SR-VP_26_10_2019_2_100cm_scaffold_3168_3|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_3006_3|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_63_38|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_5_63|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1602_45|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2054_10|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_4319_15|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.368	*	*	*	*	*	SR-VP_0-2_scaffold_141_2589646_22|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_80_119|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_19614_6|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_1838_18|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_8410_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_6667_1|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1735_22|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_5304_9|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_8213_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_9345_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.368	*	*	*	RifSed_csp2_16ft_3_scaffold_1897_5|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_721761_11|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_1549_24|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_5261_9|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_384_56|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_16_182|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1856_5|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_4827_6|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4855_6|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_3372_9|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.352	*	*	*	RifSed_csp2_16ft_3_scaffold_3858_17|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_637777_3|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_799_32|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_4129_3|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_2192_12|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_1405_31|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_16_31|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_763_26|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_80031_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	SRVP18_trench_6_60cm_scaffold_5150_8|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.35	*	LILAC_RifSed_csp1_19ft_2_test_LILAC_rev17_terminal_repeats-final_390|LILAC_Borg_RifSed_csp1_19ft_2_complete|RifSed_csp1_19ft_2,LILAC_RifSed_csp1_19ft_2_test_LILAC_rev17_terminal_repeats-final_407|LILAC_Borg_RifSed_csp1_19ft_2_complete|RifSed_csp1_19ft_2	*	RifSed_csp2_16ft_3_scaffold_4863_5|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_119|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2727_23|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_3177_1|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_1980_19|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_29378_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_3987_9|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_3999_4|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.33	*	*	*	RifSed_csp2_16ft_3_scaffold_1318_14|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_5070682_4|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515,SR-VP_0-2_scaffold_141_535128_17|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_792_35|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_5035_3|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_63_104|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_194_73|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_794_8|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_3128_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_6110_8|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.328	*	*	*	RifSed_csp2_16ft_3_scaffold_8038_15|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2436728_18|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515,SR-VP_0-2_scaffold_141_2109782_17|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_209_7|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_232_13|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_575_29|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_63_175|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_194_2|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4006_17|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	SRVP18_trench_6_60cm_scaffold_5383_8|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.292	*	*	*	RifSed_csp2_16ft_3_scaffold_5803_8|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	SRVP18_hole-7m-from-trench_1_80cm_scaf_35_ext_315-rev_6-w_terminal_repeats_1096|SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete|SRVP18_hole-7m-from-trench_1_80cm	SR-VP_0-2_scaffold_141_2194266_17|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_544_50|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	*	SR-VP_26_10_2019_C_40cm_scaffold_53_127|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_161|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1181_25|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_510_22|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_1339_17|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_6121_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.28	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR_1264|BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR|SR-VP_26_10_2019_C_40cm	LILAC_RifSed_csp1_19ft_2_test_LILAC_rev17_terminal_repeats-final_13|LILAC_Borg_RifSed_csp1_19ft_2_complete|RifSed_csp1_19ft_2	*	*	*	SR-VP_0-2_scaffold_141_7845632_10|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	*	SR-VP_26_10_2019_2_100cm_scaffold_7402_1|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_414_29|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_16_70|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_6190_17|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_510_13|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_23950_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm,SRVP18_trench_6_60cm_scaffold_4477_10|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	10	0.278	*	*	*	RifSed_csp2_16ft_3_scaffold_3858_7|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2436728_21|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515,SR-VP_0-2_scaffold_141_8179009_4|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_184_38|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_232_10|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_104_66|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_5_307|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4006_14|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_7233_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_18667_8|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
